Stable ID,Category,Title,Issue,Advice,Examples – Pass,Examples – Fail,Accessibility Consideration,References,Rationale,Enforcement Level,Roles,Severity,Metrics Affected,Platform-wise Applicability,Page-wise Applicability,Component-wise Applicability,Context-wise Applicability,Evidence Type,AI Support,Confidence Weight,Version
OF-009,Offline Functionality,Test product thoroughly in online and offline modes,Offline functionality breaks due to lack of systematic testing across connectivity states.,"Validate all critical flows using offline simulations and network throttling to ensure caching, sync, retry, and error handling behave correctly.","Forms, drafts, cached pages, and sync flows behave as expected when switching between offline and online modes.",Features appear to work in production but fail silently when network drops.,"Offline testing must include keyboard navigation, screen reader output, and status message announcements.",GIGW 3.0 – Functional Requirements; BIS IS 17802:2022 (Part 1),Offline capability is unreliable without explicit testing under real network constraints common in India.,Foundational,Developers; Designers,Big Issue,Reliability; Trust; Task completion,Website (Desktop); Website (Mobile View); Mobile App,Forms; Dashboards; Content pages,Service workers; Sync engine,Network fluctuation,System + Behavioral,Partial,0.97,v3.0.0
OF-010,Offline Functionality,Provide in-product documentation for offline usage,"Users are unaware of how offline features work, how to sync, or what limitations exist.","Clearly explain offline behavior, manual sync steps, and limitations through help sections, tooltips, or inline guidance.","Help section explains offline drafts, auto-sync timing, and manual “Sync Now” action.",Offline features exist but users discover them accidentally or misuse them.,"Documentation must be readable, concise, and accessible to screen readers (WCAG 3.1, 3.3).","GIGW 3.0 MAFR-03; WCAG 2.1 §3.1, §3.3; BIS IS 17802:2022",Transparency builds confidence and prevents data loss or misuse of offline features.,Optimizing,Designers; Developers,Medium,User confidence; Error prevention,Website (Desktop); Website (Mobile View); Mobile App,Help; Settings; Forms,Tooltips; Help panels,Offline usage,Documentary,Low,0.85,v3.0.0
DVI-001,Data Visualisations & Infographics,Use simple and non-overwhelming visual design,Overly complex charts overwhelm users and reduce comprehension.,"Prefer simple chart types, minimal colors, and flat visual styles to communicate data clearly.",Bar or line charts with limited colors and clear spacing.,"Overloaded charts with gradients, shadows, and excessive annotations.",Predictable layouts reduce cognitive load and support WCAG Understandable principle.,"GIGW 3.0 – Visual Design; WCAG 2.1 §3.2, §3.3; BIS IS 17802:2022",Simplicity improves comprehension for diverse literacy levels common in public services.,Optimizing,Designers; Developers,Medium,Readability; Cognitive load,Website (Desktop); Website (Mobile View); Mobile App,Dashboards; Reports,Charts; Infographics,Data interpretation,Visual + Structural,Partial,0.9,v3.0.0
DVI-002,Data Visualisations & Infographics,Provide text alternatives for charts and graphs,Non-text data is inaccessible to screen reader users.,"Add alt text, long descriptions, or tabular equivalents for all charts.",Chart followed by an accessible data table or descriptive summary.,Chart presented only visually with no text alternative.,Mandatory for screen readers (WCAG 1.1.1).,WCAG 2.1 §1.1.1; GIGW 3.0 – Accessibility,Ensures equal access to data insights.,Foundational,Designers; Developers,Big Issue,Accessibility compliance,Website (Desktop); Website (Mobile View); Mobile App,Dashboards; Reports,Charts,Assistive tech usage,Semantic + Content,High,0.98,v3.0.0
DVI-003,Data Visualisations & Infographics,Ensure sufficient color contrast in data visuals,Low contrast makes data unreadable for many users.,Maintain ≥3:1 contrast for graphics and ≥4.5:1 for text.,Clearly visible labels and data points with strong contrast.,Pale colors blending into background.,Supports low-vision and color-blind users.,"WCAG 2.1 §1.4.3, §1.4.11; GIGW 3.0",Contrast failures are a common accessibility violation.,Foundational,Designers; Developers,Big Issue,Accessibility; Legibility,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Charts,Visual perception,Visual,High,0.97,v3.0.0
DVI-004,Data Visualisations & Infographics,Make charts screen-reader compatible,Charts are not announced meaningfully by assistive tech.,"Use semantic HTML, ARIA labels, and accessible chart libraries.",<figure> with caption and aria-descriptions.,Canvas-only charts with no accessibility layer.,Required for WCAG Robust principle.,"WCAG 2.1 §1.1, §4.1; GIGW 3.0; BIS IS 17802",Prevents exclusion of blind users from data.,Foundational,Designers; Developers,Big Issue,Accessibility,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Charts,Assistive tech,Semantic,High,0.96,v3.0.0
DVI-005,Data Visualisations & Infographics,Maintain consistent color and typography,Inconsistent styling reduces trust and usability.,Apply design system tokens across all visualisations.,Uniform fonts and colors across dashboards.,Each chart uses different fonts and palettes.,Consistency aids predictability (WCAG 3.2).,GIGW 3.0 – Branding; BIS IS 17802,Visual consistency strengthens credibility.,Optimizing,Designers; Developers,Small,Brand trust; UX coherence,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Charts,Cross-page consistency,Visual,High,0.88,v3.0.0
DVI-006,Data Visualisations & Infographics,"Use consistent scales, legends, and labels",Users misinterpret data due to inconsistent references.,"Standardize axes, legends, and labeling for similar charts.",Same units and legend order across charts.,Different scales used for similar datasets.,Consistency supports understandability.,BIS IS 17802; GIGW 3.0; WCAG 2.1 §3.2.4,Enables accurate comparison and analysis.,Optimizing,Designers; Developers,Medium,Data accuracy,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Charts,Comparative analysis,Visual,Partial,0.89,v3.0.0
DVI-007,Data Visualisations & Infographics,Provide interactive exploration affordances,Static visuals limit insight discovery.,"Add tooltips, hover states, and drilldowns with explanations.",Hover tooltip showing exact values.,Interactive elements without explanation or focus support.,Interactions must be keyboard accessible.,GIGW 3.0; BIS IS 17802,Interactivity improves data literacy when accessible.,Optimizing,Designers; Developers,Medium,Engagement; Insight discovery,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Interactive charts,Exploration,Behavioral,Partial,0.87,v3.0.0
DVI-008,Data Visualisations & Infographics,Ensure responsiveness across devices,Charts break or become unreadable on small screens.,Use responsive SVG/canvas and test reflow behavior.,Chart resizes and reflows cleanly on mobile.,Horizontal scroll or clipped labels on mobile.,Required under WCAG Reflow.,WCAG 2.1 §1.4.10; GIGW 3.0; BIS IS 17802,Mobile access is critical for Indian users.,Foundational,Designers; Developers,Medium,Mobile usability,Website (Desktop); Website (Mobile View); Mobile App,Dashboards,Charts,Device adaptability,Visual,High,0.94,v3.0.0
DVI-009,Data Visualisations & Infographics,Use descriptive titles and labels,Users lack context for interpreting data.,Add concise titles and clearly labeled axes/series.,“Monthly Enrolments by District (2025)”.,Generic titles like “Chart 1”.,Supports WCAG Info & Relationships.,WCAG 2.1 §1.3.1; GIGW 3.0; BIS IS 17802,Context is essential for correct interpretation.,Foundational,Designers; Developers,Medium,Comprehension,Website (Desktop); Website (Mobile View); Mobile App,Dashboards; Reports,Charts,Data understanding,Content,High,0.95,v3.0.0
PO-001,Performance Optimization,Minimize HTTP requests via bundling,Excessive HTTP requests slow page loads.,Bundle CSS and JS using tools like Webpack or Gulp to reduce request count.,Single bundled CSS/JS file per page.,Dozens of unbundled CSS/JS files loaded.,Faster loading benefits users on slow networks and assistive tech.,GIGW 3.0 – Performance Optimization,Reduces latency and improves first paint time.,Optimizing,Developers,Medium,Load time; TTFB,Website (Desktop); Website (Mobile View),All pages,CSS; JS,Network performance,Automated,High,0.93,v3.0.0
PO-002,Performance Optimization,Lazy load media assets,Large assets block initial render.,"Use lazy loading for images, videos, and heavy media.",Images load only when scrolled into view.,All images load immediately on page load.,Reduces cognitive wait time and improves usability.,GIGW 3.0 §6.4.1; BIS IS 17802:2021 §7.3,Improves perceived performance significantly.,Optimizing,Developers,Medium,LCP; Page weight,Website; Mobile App,Media-heavy pages,Images; Video,Initial load,Automated,High,0.94,v3.0.0
PO-003,Performance Optimization,Load JavaScript asynchronously,Render-blocking JS delays content display.,Use async or defer for non-critical JS.,Scripts loaded with defer attribute.,JS blocks HTML rendering.,Faster rendering helps screen reader flow.,GIGW 3.0; BIS IS 17802:2022 §6.2.1,Improves first contentful paint.,Optimizing,Developers,Medium,FCP; Render time,Website; Mobile App,All pages,JS,Rendering,Automated,High,0.95,v3.0.0
PO-004,Performance Optimization,Use responsive image techniques,Oversized images waste bandwidth.,Implement srcset and sizes for adaptive image delivery.,Different image sizes served per device.,Same large image served to all devices.,Prevents zooming and reflow issues.,GIGW 3.0; BIS IS 17802:2022 §6.3.3,Saves data and improves clarity.,Optimizing,Developers; Designers,Medium,Page weight; LCP,Website; Mobile App,Media pages,Images,Device adaptability,Automated,High,0.94,v3.0.0
PO-005,Performance Optimization,Compress images,Large images slow downloads.,"Compress images using TinyPNG, ImageOptim, etc.",Optimized images under size budget.,Uncompressed high-resolution images.,Faster load aids users with cognitive load issues.,GIGW 3.0; BIS IS 17802:2022 §6.3.3,Improves speed without quality loss.,Optimizing,Developers,Medium,Page size,Website; Mobile App,Media pages,Images,Asset optimization,Automated,High,0.93,v3.0.0
PO-006,Performance Optimization,Use next-gen image formats,Legacy formats increase payload size.,Use WebP/AVIF with fallbacks.,WebP images served to modern browsers.,Only JPG/PNG used everywhere.,Improves speed on low bandwidth connections.,GIGW 3.0; BIS IS 17802:2022 §6.3.3,Better compression efficiency.,Optimizing,Developers,Medium,Page weight; LCP,Website; Mobile App,Media pages,Images,Asset optimization,Automated,High,0.92,v3.0.0
PO-007,Performance Optimization,Leverage browser caching,Assets are repeatedly downloaded.,Set cache-control and expires headers.,Static assets cached for long durations.,No caching headers set.,Improves experience for repeat users.,GIGW 3.0; BIS IS 17802:2022 §6.3.4,Reduces redundant network calls.,Optimizing,Developers,Medium,Repeat load time,Website; Mobile App,All pages,Static assets,Network efficiency,Automated,High,0.94,v3.0.0
PO-008,Performance Optimization,Use CDN for static assets,Single server increases latency.,Serve static files via CDN.,Assets served from nearest CDN node.,All assets served from origin server.,Improves access speed across geographies.,GIGW 3.0; BIS IS 17802:2022 §7.2.1,Reduces latency and improves resilience.,Optimizing,Developers,Medium,Latency; Availability,Website; Mobile App,All pages,Static assets,Infrastructure,Automated,High,0.93,v3.0.0
